,Pais,Codigo,Periodo,Value,Indicador
2921,Japan,JPN,1999,0.015436073,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2922,Japan,JPN,2000,0.004514487,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2923,Japan,JPN,2001,0.004358875,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2924,Japan,JPN,2002,0.002710038,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2925,Japan,JPN,2003,0.005842302,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2926,Japan,JPN,2004,0.020876411,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2927,Japan,JPN,2005,0.003672333,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2928,Japan,JPN,2006,0.007818114,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2929,Japan,JPN,2007,0.004511857,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2930,Japan,JPN,2008,0.004600442,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2931,Japan,JPN,2009,0.004398464,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2932,Japan,JPN,2010,0.003013106,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2933,Japan,JPN,2011,1.503507098,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2934,Japan,JPN,2012,0.00693577,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2935,Japan,JPN,2013,0.007093035,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2936,Japan,JPN,2014,0.020172775,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2937,Japan,JPN,2015,0.002310639,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2938,Japan,JPN,2016,0.006076565,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2939,Japan,JPN,2017,0.003718213,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2940,Jordan,JOR,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2941,Jordan,JOR,1991,0.061345146,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2942,Jordan,JOR,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2943,Jordan,JOR,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2944,Jordan,JOR,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2945,Jordan,JOR,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2946,Jordan,JOR,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2947,Jordan,JOR,1997,0.010878018,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2948,Jordan,JOR,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2949,Jordan,JOR,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2950,Jordan,JOR,2000,0.048158215,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2951,Jordan,JOR,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2952,Jordan,JOR,2002,0.026434628,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2953,Jordan,JOR,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2954,Jordan,JOR,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2955,Jordan,JOR,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2956,Jordan,JOR,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2957,Jordan,JOR,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2958,Jordan,JOR,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2959,Jordan,JOR,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2960,Jordan,JOR,2010,0.00976955,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2961,Jordan,JOR,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2962,Jordan,JOR,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2963,Jordan,JOR,2013,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2964,Jordan,JOR,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2965,Jordan,JOR,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2966,Jordan,JOR,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2967,Jordan,JOR,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2968,Kazakhstan,KAZ,1990,0.000772317,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2969,Kazakhstan,KAZ,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2970,Kazakhstan,KAZ,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2971,Kazakhstan,KAZ,1993,0.006738709,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2972,Kazakhstan,KAZ,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2973,Kazakhstan,KAZ,1995,0.068511899,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2974,Kazakhstan,KAZ,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2975,Kazakhstan,KAZ,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2976,Kazakhstan,KAZ,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2977,Kazakhstan,KAZ,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2978,Kazakhstan,KAZ,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2979,Kazakhstan,KAZ,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2980,Kazakhstan,KAZ,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2981,Kazakhstan,KAZ,2003,0.001912496,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2982,Kazakhstan,KAZ,2004,0.004982646,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2983,Kazakhstan,KAZ,2005,0.004625244,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2984,Kazakhstan,KAZ,2006,0.004193488,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2985,Kazakhstan,KAZ,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2986,Kazakhstan,KAZ,2008,0.003977333,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2987,Kazakhstan,KAZ,2009,0.003395131,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2988,Kazakhstan,KAZ,2010,0.003722964,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2989,Kazakhstan,KAZ,2011,0.003782751,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2990,Kazakhstan,KAZ,2012,0.00368678,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2991,Kazakhstan,KAZ,2013,0.002175557,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2992,Kazakhstan,KAZ,2014,0.005999258,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2993,Kazakhstan,KAZ,2015,0.003795417,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2994,Kazakhstan,KAZ,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2995,Kazakhstan,KAZ,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2996,Kenya,KEN,1990,0.023722528,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2997,Kenya,KEN,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2998,Kenya,KEN,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
2999,Kenya,KEN,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3000,Kenya,KEN,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3001,Kenya,KEN,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3002,Kenya,KEN,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3003,Kenya,KEN,1997,0.031020782,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3004,Kenya,KEN,1998,0.013703261,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3005,Kenya,KEN,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3006,Kenya,KEN,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3007,Kenya,KEN,2001,0.001257185,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3008,Kenya,KEN,2002,0.031111178,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3009,Kenya,KEN,2003,0.012125292,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3010,Kenya,KEN,2004,0.016530676,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3011,Kenya,KEN,2005,0.007815799,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3012,Kenya,KEN,2006,0.064092701,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3013,Kenya,KEN,2007,0.005814156,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3014,Kenya,KEN,2008,0.020235891,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3015,Kenya,KEN,2009,0.011457602,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3016,Kenya,KEN,2010,0.072948454,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3017,Kenya,KEN,2011,0.010994606,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3018,Kenya,KEN,2012,0.024644658,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3019,Kenya,KEN,2013,0.043380309,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3020,Kenya,KEN,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3021,Kenya,KEN,2015,0.02807443,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3022,Kenya,KEN,2016,0.020349159,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3023,Kenya,KEN,2017,0.009001676,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3024,Kiribati,KIR,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3025,Kiribati,KIR,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3026,Kiribati,KIR,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3027,Kiribati,KIR,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3028,Kiribati,KIR,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3029,Kiribati,KIR,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3030,Kiribati,KIR,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3031,Kiribati,KIR,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3032,Kiribati,KIR,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3033,Kiribati,KIR,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3034,Kiribati,KIR,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3035,Kiribati,KIR,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3036,Kiribati,KIR,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3037,Kiribati,KIR,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3038,Kiribati,KIR,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3039,Kiribati,KIR,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3040,Kiribati,KIR,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3041,Kiribati,KIR,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3042,Kiribati,KIR,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3043,Kiribati,KIR,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3044,Kiribati,KIR,2010,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3045,Kiribati,KIR,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3046,Kiribati,KIR,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3047,Kiribati,KIR,2013,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3048,Kiribati,KIR,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3049,Kiribati,KIR,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3050,Kiribati,KIR,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3051,Kiribati,KIR,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3052,Kuwait,KWT,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3053,Kuwait,KWT,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3054,Kuwait,KWT,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3055,Kuwait,KWT,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3056,Kuwait,KWT,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3057,Kuwait,KWT,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3058,Kuwait,KWT,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3059,Kuwait,KWT,1997,0.046622734,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3060,Kuwait,KWT,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3061,Kuwait,KWT,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
3062,Kuwait,KWT,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
